what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1366383499550
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1366383499550
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1366383499550
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1366383499550
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.200.v20100503,"org.eclipse.equinox.p2.updatesite",1366383499550
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1366383499550
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1366383499550
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1366383499550
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1366383499551
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1366383499551
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1366383499551
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1366383499551
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1366383499551
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1366383499551
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1366383499551
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1366383499551
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1366383499551
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1366383499551
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1366383499551
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1366383499551
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1366383499551
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1366383499551
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1366383499551
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1366383499551
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1366383499551
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1366383499551
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1366383499551
started,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1366383499551
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1366383499551
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1366383499552
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1366383499552
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1366383499552
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1366383499552
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1366383499552
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1366383499552
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1366383499553
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1366383499553
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1366383499553
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1366383499553
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1366383499554
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1366383499554
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1366383499554
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1366383499554
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1366383499554
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1366383499554
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1366383499554
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1366383499554
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1366383499554
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1366383499554
os,sysinfo,,,"macosx",1366383499557
arch,sysinfo,,,"x86_64",1366383499557
ws,sysinfo,,,"cocoa",1366383499557
locale,sysinfo,,,"en_US",1366383499557
processors,sysinfo,,,"8",1366383499557
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1366383499557
java.runtime.version,sysinfo,,,"1.6.0_43-b01-447-11M4203",1366383499557
java.specification.name,sysinfo,,,"Java Platform API Specification",1366383499557
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1366383499557
java.specification.version,sysinfo,,,"1.6",1366383499557
java.vendor,sysinfo,,,"Apple Inc.",1366383499557
java.version,sysinfo,,,"1.6.0_43",1366383499557
java.vm.info,sysinfo,,,"mixed mode",1366383499557
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1366383499557
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1366383499557
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1366383499557
java.vm.specification.version,sysinfo,,,"1.0",1366383499557
java.vm.vendor,sysinfo,,,"Apple Inc.",1366383499557
java.vm.version,sysinfo,,,"20.14-b01-447",1366383499557
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383501368
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1366383506875
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1366383506885
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1366383506906
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1366383521164
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1366383521167
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1366383523913
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1366383523918
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1366383523967
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1366383523967
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1366383523977
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1366383523978
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1366383523978
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1366383523983
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1366383523989
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1366383523993
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383524045
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1366383524077
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1366383524138
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1366383524143
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1366383527920
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1366383527924
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1366383527950
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1366383531557
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1366383531673
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1366383531712
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1366383531737
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1366383531755
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1366383531764
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1366383531775
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383531907
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1366383536215
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1366383536241
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1366383536261
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1366383536268
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366383536284
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366383536344
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383536455
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366383536490
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1366383536907
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1366383536943
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1366383537007
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1366383537059
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366383539731
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366383541990
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383549899
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383550054
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383550182
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383550317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383550470
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383550724
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383552284
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383554154
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366383769182
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383769272
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1366383772628
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366383793768
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383803222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383805698
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383813397
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383815606
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383817794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383819530
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383824038
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383832328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383833018
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383834803
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383856830
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383856973
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857101
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857221
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857301
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857429
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857532
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857644
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857749
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383857861
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383858125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366383858580
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383868924
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383869850
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383872378
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383889760
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383890583
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383892941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383897425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383934207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366383956252
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366383957949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384018236
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366384019947
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1366384032014
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366384032539
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384034074
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384496519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366384496855
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384527761
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384528841
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384531784
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384535941
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384558346
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366384562218
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384563865
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384564785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384566503
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384568015
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384589528
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384594654
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384595813
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384597171
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384605192
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384606096
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384607935
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384611303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384612137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384632102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384634521
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384635131
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384636544
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384637947
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384764547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366384765984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366384766278
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366384768037
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384796477
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384800551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366384801402
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384802079
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384804789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384856354
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384982984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366384987325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385004478
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385061387
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385179219
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366385184065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385191063
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385195159
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385195185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385195256
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366385195277
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385197177
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366385197696
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366385205503
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366385208077
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385209807
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385210986
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385229751
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1366385231784
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1366385251349
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385251942
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366385289394
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385289488
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385293671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385297107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385302025
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385304025
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1366385484513
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385484622
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1366385485158
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1366385487851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385490036
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385492332
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385527783
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385528605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385534377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1366385535721
